election_id,event_number,electoral_district_number_numéro_de_circonscription,ballot_sequence_number,candidate_candidat,candidate_first_name_prénom_du_candidat,candidate_middle_name_second_prénom_du_candidat,candidate_family_name_nom_de_famille_du_candidat,candidate_gender_code,candidate_occupation_english_anglais,profession_du_candidat_français_french,incumbent_indicator_indicateur_candidat_sortant,elected_candidate_indicator_indicateur_du_candidat_élu,candidate_residence_résidence_du_candidat,candidate_province_english_anglais,province_du_candidat_français_french,party_abbreviation_english_anglais,abréviation_de_parti_français_french
GE.36.1997,3600,ED10-001,1,Randy Dawe,Randy,Randy,Dawe,M,Businessperson,Personne d'affaires,FALSE,FALSE,Clarke's Beach,Newfoundland and Labrador,Terre-Neuve-et-Labrador,PC,PC
GE.36.1997,3600,ED10-001,2,Fraser March,Fraser,Fraser,March,M,Labour Relations Consultant,Consultant en relations de travail,FALSE,FALSE,Blaketown,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NDP,NPD
GE.36.1997,3600,ED10-001,3,Fred J. Mifflin,Fred,Fred,Mifflin,M,Politician,Politicien,TRUE,TRUE,Ottawa,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED10-001,4,L. Christopher Randell,L.,L.,Randell,M,Medical Doctor,Médecin,FALSE,FALSE,Bonavista,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Nil,Nil
GE.36.1997,3600,ED10-002,1,Bill Matthews,Bill,Bill,Matthews,M,Teacher,Enseignant,FALSE,TRUE,Mount Pearl,Newfoundland and Labrador,Terre-Neuve-et-Labrador,PC,PC
GE.36.1997,3600,ED10-002,2,Roger Simmons,Roger,Roger,Simmons,M,Educator,Éducateur,TRUE,FALSE,Nepean,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED10-002,3,David A. Sullivan,David,David,Sullivan,M,Teacher,Enseignant,FALSE,FALSE,Torbay,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NDP,NPD
GE.36.1997,3600,ED10-003,1,George Baker,George,George,Baker,M,Politician,Politicien,TRUE,TRUE,Gander,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Liberal,Libéral
GE.36.1997,3600,ED10-003,2,Todd Barker,Todd,Todd,Barker,M,Student,Étudiant,FALSE,FALSE,Grand Falls-Windsor,Newfoundland and Labrador,Terre-Neuve-et-Labrador,PC,PC
GE.36.1997,3600,ED10-003,3,Mary Shortall,Mary,Mary,Shortall,F,Customer Sales Agent,Représentante des ventes,FALSE,FALSE,St. John's,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NDP,NPD
GE.36.1997,3600,ED10-004,1,Art Bull,Art,Art,Bull,M,Retired,Retraité,FALSE,FALSE,Corner Brook,Newfoundland and Labrador,Terre-Neuve-et-Labrador,PC,PC
GE.36.1997,3600,ED10-004,2,Gerry Byrne,Gerry,Gerry,Byrne,M,Politician,Politicien,TRUE,TRUE,Corner Brook,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Liberal,Libéral
GE.36.1997,3600,ED10-004,3,Joan Scott,Joan,Joan,Scott,F,University Teacher,Professeure d'université,FALSE,FALSE,St. John's,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NDP,NPD
GE.36.1997,3600,ED10-004,4,Randy Wells,Randy,Randy,Wells,M,Self-employed,Travailleur autonome,FALSE,FALSE,Corner Brook,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Reform,Réforme
GE.36.1997,3600,ED10-005,1,Randy Collins,Randy,Randy,Collins,M,U.S.W.A. Representative,Représentant syndical U.S.W.A.,FALSE,FALSE,Labrador City,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NDP,NPD
GE.36.1997,3600,ED10-005,2,Stephane Girardin,Stephane,Stephane,Girardin,M,Business Owner,Propriétaire d'entreprise,FALSE,FALSE,Mount Pearl,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Reform,Réforme
GE.36.1997,3600,ED10-005,3,Lawrence David O'Brien,Lawrence,Lawrence,O'Brien,M,Politician,Politicien,TRUE,TRUE,Happy Valley-Goose Bay,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Liberal,Libéral
GE.36.1997,3600,ED10-005,4,Mike Patton,Mike,Mike,Patton,M,Assistant to PC Party Leader,Adjoint au chef du P.-C.,FALSE,FALSE,Nepean,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED10-006,1,Norman E. Doyle,Norman,Norman,Doyle,M,Retired,Retraité,FALSE,TRUE,St. John's,Newfoundland and Labrador,Terre-Neuve-et-Labrador,PC,PC
GE.36.1997,3600,ED10-006,2,Bonnie Hickey,Bonnie,Bonnie,Hickey,F,Politician,Politicienne,TRUE,FALSE,Chamberlains,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Liberal,Libéral
GE.36.1997,3600,ED10-006,3,Michael T. Rayment,Michael,Michael,Rayment,M,Computer System Manager,Gestionnaire de systèmes informatiques,FALSE,FALSE,St. John's,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Natural Law,Loi Naturelle
GE.36.1997,3600,ED10-006,4,David Tulett,David,David,Tulett,M,Associate Professor,Professeur adjoint,FALSE,FALSE,St. John's,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Reform,Réforme
GE.36.1997,3600,ED10-006,5,Ted Warren,Ted,Ted,Warren,M,Journalist,Journaliste,FALSE,FALSE,St. John's,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NDP,NPD
GE.36.1997,3600,ED10-006,6,Jonathan C. Whalen,Jonathan,Jonathan,Whalen,M,Writer-Musician,Écrivain-Musicien,FALSE,FALSE,St. John's,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Green,Vert
GE.36.1997,3600,ED10-007,1,Rex Gibbons,Rex,Rex,Gibbons,M,Geologist (P.Geo.),Géologue,FALSE,FALSE,St. John's,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Liberal,Libéral
GE.36.1997,3600,ED10-007,2,Lee Ingram,Lee,Lee,Ingram,M,Food Service Worker,Travailleur en services alimentaires,FALSE,FALSE,St. John's,Newfoundland and Labrador,Terre-Neuve-et-Labrador,NDP,NPD
GE.36.1997,3600,ED10-007,3,Charlie Power,Charlie,Charlie,Power,M,Self-employed,Travailleur autonome,FALSE,TRUE,St. John's,Newfoundland and Labrador,Terre-Neuve-et-Labrador,PC,PC
GE.36.1997,3600,ED10-007,4,Michael Rendell,Michael,Michael,Rendell,M,Systems Programmer,Programmeur de systèmes,FALSE,FALSE,St. John's,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Natural Law,Loi Naturelle
GE.36.1997,3600,ED10-007,5,Harold Silas Ruby,Harold,Harold,Ruby,M,Salesman,Vendeur,FALSE,FALSE,Goulds,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Reform,Réforme
GE.36.1997,3600,ED11-001,1,Larry Duchesne,Larry,Larry,Duchesne,M,Teacher,Enseignant,FALSE,FALSE,Charlottetown,Prince Edward Island,Île-du-Prince-Édouard,NDP,NPD
GE.36.1997,3600,ED11-001,2,Dan Hughes,Dan,Dan,Hughes,M,Businessman,Homme d'affaires,FALSE,FALSE,Montague,Prince Edward Island,Île-du-Prince-Édouard,PC,PC
GE.36.1997,3600,ED11-001,3,Lawrence MacAulay,Lawrence,Lawrence,MacAulay,M,Farmer,Fermier,TRUE,TRUE,St. Peters Bay,Prince Edward Island,Île-du-Prince-Édouard,Liberal,Libéral
GE.36.1997,3600,ED11-002,1,John J. MacDonald,John,John,MacDonald,M,Farmer,Fermier,FALSE,FALSE,St. Nicholas,Prince Edward Island,Île-du-Prince-Édouard,PC,PC
GE.36.1997,3600,ED11-002,2,Joe McGuire,Joe,Joe,McGuire,M,Member of Parliament,Député,TRUE,TRUE,Tyne Valley,Prince Edward Island,Île-du-Prince-Édouard,Liberal,Libéral
GE.36.1997,3600,ED11-002,3,Adelard Pitre,Adelard,Adelard,Pitre,M,Retired Instructor,Instructeur retraité,FALSE,FALSE,Richmond,Prince Edward Island,Île-du-Prince-Édouard,NDP,NPD
GE.36.1997,3600,ED11-003,1,Dolores Crane,Dolores,Dolores,Crane,F,Lawyer,Avocate,FALSE,FALSE,Charlottetown,Prince Edward Island,Île-du-Prince-Édouard,NDP,NPD
GE.36.1997,3600,ED11-003,2,Blaine Jensen,Blaine,Blaine,Jensen,M,Educational Administrator,Administrateur de l'enseignement,FALSE,FALSE,Cornwall,Prince Edward Island,Île-du-Prince-Édouard,Reform,Réforme
GE.36.1997,3600,ED11-003,3,Baird Judson,Baird,Baird,Judson,M,Professor,Professeur,FALSE,FALSE,Charlottetown,Prince Edward Island,Île-du-Prince-Édouard,Christian Heritage,l'Héritage Chrétien
GE.36.1997,3600,ED11-003,4,Paula Price,Paula,Paula,Price,F,Artist,Artiste,FALSE,FALSE,Charlottetown,Prince Edward Island,Île-du-Prince-Édouard,Natural Law,Loi Naturelle
GE.36.1997,3600,ED11-003,5,George Proud,George,George,Proud,M,Property Supervisor,Surveillant des biens,TRUE,TRUE,Charlottetown,Prince Edward Island,Île-du-Prince-Édouard,Liberal,Libéral
GE.36.1997,3600,ED11-003,6,Mitchell G. Tweel,Mitchell,Mitchell,Tweel,M,Self-employed,Travailleur autonome,FALSE,FALSE,Charlottetown,Prince Edward Island,Île-du-Prince-Édouard,PC,PC
GE.36.1997,3600,ED11-004,1,Wayne Easter,Wayne,Wayne,Easter,M,Farmer,Fermier,TRUE,TRUE,North Wiltshire,Prince Edward Island,Île-du-Prince-Édouard,Liberal,Libéral
GE.36.1997,3600,ED11-004,2,Jimmie Gorman,Jimmie,Jimmie,Gorman,M,Businessman,Homme d'affaires,FALSE,FALSE,Bonshaw,Prince Edward Island,Île-du-Prince-Édouard,PC,PC
GE.36.1997,3600,ED11-004,3,Stephen Livingstone,Stephen,Stephen,Livingstone,M,"Auto Body Repair, Farm","Réparation de carrosseries, ferme",FALSE,FALSE,Bonshaw,Prince Edward Island,Île-du-Prince-Édouard,Reform,Réforme
GE.36.1997,3600,ED11-004,4,Andrew Wells,Andrew,Andrew,Wells,M,Retired,Retraité,FALSE,FALSE,Hunter River,Prince Edward Island,Île-du-Prince-Édouard,NDP,NPD
GE.36.1997,3600,ED12-001,1,Frank Crowdis,Frank,Frank,Crowdis,M,Forest Management,Aménagement forestier,FALSE,FALSE,Margaree Valley,Nova Scotia,Nouvelle-Écosse,PC,PC
GE.36.1997,3600,ED12-001,2,David Dingwall,David,David,Dingwall,M,Lawyer,Avocat,TRUE,FALSE,Sydney,Nova Scotia,Nouvelle-Écosse,Liberal,Libéral
GE.36.1997,3600,ED12-001,3,Michelle Dockrill,Michelle,Michelle,Dockrill,F,Front-Line Health Care Worker,Préposée de première ligne aux soins,FALSE,TRUE,Sydney,Nova Scotia,Nouvelle-Écosse,NDP,NPD
GE.36.1997,3600,ED12-002,1,Dianne Brushett,Dianne,Dianne,Brushett,F,Businesswoman,Femme d'affaires,TRUE,FALSE,Truro,Nova Scotia,Nouvelle-Écosse,Liberal,Libéral
GE.36.1997,3600,ED12-002,2,Bill Casey,Bill,Bill,Casey,M,Stockbroker,Courtier en valeurs mobilières,FALSE,TRUE,Amherst,Nova Scotia,Nouvelle-Écosse,PC,PC
GE.36.1997,3600,ED12-002,3,Phyllis Hall,Phyllis,Phyllis,Hall,F,Secretary,Secrétaire,FALSE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,Natural Law,Loi Naturelle
GE.36.1997,3600,ED12-002,4,Ray Merriam,Ray,Ray,Merriam,M,Businessman-Truck Driver,Homme d'affaires-Camionneur,FALSE,FALSE,Truro,Nova Scotia,Nouvelle-Écosse,Independent,Indépendent
GE.36.1997,3600,ED12-002,5,Bob Peterson,Bob,Bob,Peterson,M,Retired,Retraité,FALSE,FALSE,Truro,Nova Scotia,Nouvelle-Écosse,Reform,Réforme
GE.36.1997,3600,ED12-002,6,Peter Stewart,Peter,Peter,Stewart,M,Retired,Retraité,FALSE,FALSE,Truro,Nova Scotia,Nouvelle-Écosse,NDP,NPD
GE.36.1997,3600,ED12-003,1,John Millar Cody,John,John,Cody,M,Retired Military,Militaire retraité,FALSE,FALSE,Dartmouth,Nova Scotia,Nouvelle-Écosse,Reform,Réforme
GE.36.1997,3600,ED12-003,2,Wendy Lill,Wendy,Wendy,Lill,F,Writer,Écrivaine,FALSE,TRUE,Dartmouth,Nova Scotia,Nouvelle-Écosse,NDP,NPD
GE.36.1997,3600,ED12-003,3,Rob McCleave,Rob,Rob,McCleave,M,Barrister and Solicitor,Avocat,FALSE,FALSE,Dartmouth,Nova Scotia,Nouvelle-Écosse,PC,PC
GE.36.1997,3600,ED12-003,4,Michael Savage,Michael,Michael,Savage,M,General Manager,Directeur général,FALSE,FALSE,Dartmouth,Nova Scotia,Nouvelle-Écosse,Liberal,Libéral
GE.36.1997,3600,ED12-003,5,Claude Viau,Claude,Claude,Viau,M,Teacher,Enseignant,FALSE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,Natural Law,Loi Naturelle
GE.36.1997,3600,ED12-003,6,Cliff Williams,Cliff,Cliff,Williams,M,Businessman,Homme d'affaires,FALSE,FALSE,Dartmouth,Nova Scotia,Nouvelle-Écosse,Independent,Indépendent
GE.36.1997,3600,ED12-004,1,Gilles Bigras,Gilles,Gilles,Bigras,M,Teacher,Enseignant,FALSE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,Natural Law,Loi Naturelle
GE.36.1997,3600,ED12-004,2,Mary Clancy,Mary,Mary,Clancy,F,Community Activist,Activiste communautaire,TRUE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,Liberal,Libéral
GE.36.1997,3600,ED12-004,3,Terry Donahoe,Terry,Terry,Donahoe,M,Politician,Politicien,FALSE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,PC,PC
GE.36.1997,3600,ED12-004,4,Steve Greene,Steve,Steve,Greene,M,Businessman,Homme d'affaires,FALSE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,Reform,Réforme
GE.36.1997,3600,ED12-004,5,Alexa McDonough,Alexa,Alexa,McDonough,F,Social Worker-Politician,Travailleuse sociale-Politicienne,FALSE,TRUE,Halifax,Nova Scotia,Nouvelle-Écosse,NDP,NPD
GE.36.1997,3600,ED12-004,6,Tony Seed,Tony,Tony,Seed,M,Journalist-Designer,Journaliste-Designer,FALSE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,MarxLen,MarxLen
GE.36.1997,3600,ED12-005,1,Gordon Earle,Gordon,Gordon,Earle,M,Retired Senior Public Servant,Fonctionnaire cadre retraité,FALSE,TRUE,Upper Tantallon,Nova Scotia,Nouvelle-Écosse,NDP,NPD
GE.36.1997,3600,ED12-005,2,Heather Foley,Heather,Heather,Foley,F,Businesswoman,Femme d'affaires,FALSE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,PC,PC
GE.36.1997,3600,ED12-005,3,Stephen Oickle,Stephen,Stephen,Oickle,M,Businessman,Homme d'affaires,FALSE,FALSE,Bedford,Nova Scotia,Nouvelle-Écosse,Reform,Réforme
GE.36.1997,3600,ED12-005,4,Geoff Regan,Geoff,Geoff,Regan,M,Lawyer,Avocat,TRUE,FALSE,Bedford,Nova Scotia,Nouvelle-Écosse,Liberal,Libéral
GE.36.1997,3600,ED12-005,5,John Runkle,John,John,Runkle,M,Teacher,Enseignant,FALSE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,Natural Law,Loi Naturelle
GE.36.1997,3600,ED12-005,6,Gary Zatzman,Gary,Gary,Zatzman,M,Computer Programmer-Analyst,Programmeur-analyste,FALSE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,MarxLen,MarxLen
GE.36.1997,3600,ED12-006,1,Scott Brison,Scott,Scott,Brison,M,Businessperson,Personne d'affaires,FALSE,TRUE,Cheverie,Nova Scotia,Nouvelle-Écosse,PC,PC
GE.36.1997,3600,ED12-006,2,Philip A. Brown,Philip,Philip,Brown,M,Waste Reduction Coordinator,Coordonnateur de la réduction des déchets,FALSE,FALSE,Lower Selma,Nova Scotia,Nouvelle-Écosse,NDP,NPD
GE.36.1997,3600,ED12-006,3,Graham Jake MacDonald,Graham,Graham,MacDonald,M,Retired,Retraité,FALSE,FALSE,Wolfville,Nova Scotia,Nouvelle-Écosse,Nil,Nil
GE.36.1997,3600,ED12-006,4,James McLelland,James,James,McLelland,M,Professor,Professeur,FALSE,FALSE,Grand Pré,Nova Scotia,Nouvelle-Écosse,Natural Law,Loi Naturelle
GE.36.1997,3600,ED12-006,5,John Murphy,John,John,Murphy,M,Administrator of Health Services,Administrateur des services de santé,TRUE,FALSE,Canning,Nova Scotia,Nouvelle-Écosse,Liberal,Libéral
GE.36.1997,3600,ED12-006,6,Lloyd Schmidt,Lloyd,Lloyd,Schmidt,M,Manufacturers Agent,Agent manufacturier,FALSE,FALSE,Kentville,Nova Scotia,Nouvelle-Écosse,Reform,Réforme
GE.36.1997,3600,ED12-007,1,Francis LeBlanc,Francis,Francis,LeBlanc,M,Economist,Économiste,TRUE,FALSE,Antigonish,Nova Scotia,Nouvelle-Écosse,Liberal,Libéral
GE.36.1997,3600,ED12-007,2,Charlene Long,Charlene,Charlene,Long,F,Registered Nurse,Infirmière diplômée,FALSE,FALSE,Antigonish,Nova Scotia,Nouvelle-Écosse,NDP,NPD
GE.36.1997,3600,ED12-007,3,Peter G. MacKay,Peter,Peter,MacKay,M,Barrister and Solicitor,Avocat,FALSE,TRUE,New Glasgow,Nova Scotia,Nouvelle-Écosse,PC,PC
GE.36.1997,3600,ED12-007,4,Richard Robertson,Richard,Richard,Robertson,M,Teacher,Enseignant,FALSE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,Natural Law,Loi Naturelle
GE.36.1997,3600,ED12-007,5,Henry Van Berkel,Henry,Henry,Van Berkel,M,Retired Teacher,Enseignant retraité,FALSE,FALSE,Antigonish,Nova Scotia,Nouvelle-Écosse,Reform,Réforme
GE.36.1997,3600,ED12-008,1,Rob Cuthbert,Rob,Rob,Cuthbert,M,Retired,Retraité,FALSE,FALSE,Head of Jeddore,Nova Scotia,Nouvelle-Écosse,Reform,Réforme
GE.36.1997,3600,ED12-008,2,Bernard Wayne Gormley,Bernard,Bernard,Gormley,M,Teacher,Enseignant,FALSE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,Natural Law,Loi Naturelle
GE.36.1997,3600,ED12-008,3,Beverley Peters,Beverley,Beverley,Peters,F,Insurance Broker,Courtière d'assurances,FALSE,FALSE,Wellington,Nova Scotia,Nouvelle-Écosse,Liberal,Libéral
GE.36.1997,3600,ED12-008,4,Peter Stoffer,Peter,Peter,Stoffer,M,Customer Service Lead Agent,Agent principal-Service à la clientèle,FALSE,TRUE,Windsor Junction,Nova Scotia,Nouvelle-Écosse,NDP,NPD
GE.36.1997,3600,ED12-008,5,Ken Streatch,Ken,Ken,Streatch,M,Farmer-Marketing Consultant,Fermier-Consultant en marketing,FALSE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,PC,PC
GE.36.1997,3600,ED12-009,1,Terry June Harnish,Terry,Terry,Harnish,F,Proprietor,Propriétaire,FALSE,FALSE,Hubbards,Nova Scotia,Nouvelle-Écosse,Natural Law,Loi Naturelle
GE.36.1997,3600,ED12-009,2,Gerald Keddy,Gerald,Gerald,Keddy,M,Farmer,Fermier,FALSE,TRUE,New Ross,Nova Scotia,Nouvelle-Écosse,PC,PC
GE.36.1997,3600,ED12-009,3,Anne Matthiasson,Anne,Anne,Matthiasson,F,Retired,Retraitée,FALSE,FALSE,Mahone Bay,Nova Scotia,Nouvelle-Écosse,Reform,Réforme
GE.36.1997,3600,ED12-009,4,Blantford Willie Nickerson,Blantford,Blantford,Nickerson,M,Fisherman,Pêcheur,FALSE,FALSE,Port Joli,Nova Scotia,Nouvelle-Écosse,NDP,NPD
GE.36.1997,3600,ED12-009,5,Derek Wells,Derek,Derek,Wells,M,Lawyer,Avocat,TRUE,FALSE,Chester,Nova Scotia,Nouvelle-Écosse,Liberal,Libéral
GE.36.1997,3600,ED12-010,1,Cecil Clarke,Cecil,Cecil,Clarke,M,Consultant,Consultant,FALSE,FALSE,Sydney,Nova Scotia,Nouvelle-Écosse,PC,PC
GE.36.1997,3600,ED12-010,2,Vince MacLean,Vince,Vince,MacLean,M,Businessman,Homme d'affaires,FALSE,FALSE,Sydney,Nova Scotia,Nouvelle-Écosse,Liberal,Libéral
GE.36.1997,3600,ED12-010,3,Peter Mancini,Peter,Peter,Mancini,M,Lawyer,Avocat,FALSE,TRUE,Sydney,Nova Scotia,Nouvelle-Écosse,NDP,NPD
GE.36.1997,3600,ED12-011,1,Betty L. Cox,Betty,Betty,Cox,F,Music Teacher,Professeure de musique,FALSE,FALSE,Yarmouth,Nova Scotia,Nouvelle-Écosse,Reform,Réforme
GE.36.1997,3600,ED12-011,2,Neeraj Lakhanpal,Neeraj,Neeraj,Lakhanpal,M,Student,Étudiant,FALSE,FALSE,Halifax,Nova Scotia,Nouvelle-Écosse,Natural Law,Loi Naturelle
GE.36.1997,3600,ED12-011,3,Mark Muise,Mark,Mark,Muise,M,Life UnderWriter,Assureur-vie,FALSE,TRUE,Yarmouth,Nova Scotia,Nouvelle-Écosse,PC,PC
GE.36.1997,3600,ED12-011,4,Brian D. Noble,Brian,Brian,Noble,M,Teacher,Enseignant,FALSE,FALSE,Yarmouth,Nova Scotia,Nouvelle-Écosse,NDP,NPD
GE.36.1997,3600,ED12-011,5,Harry Verran,Harry,Harry,Verran,M,Parliamentarian,Parlementaire,TRUE,FALSE,Middleton,Nova Scotia,Nouvelle-Écosse,Liberal,Libéral
GE.36.1997,3600,ED13-001,1,Yvon Godin,Yvon,Yvon,Godin,M,Steelworkers' Representative,Représentant des métallos,FALSE,TRUE,Bathurst,New Brunswick,Nouveau-Brunswick,NDP,NPD
GE.36.1997,3600,ED13-001,2,Norma Landry,Norma,Norma,Landry,F,Businesswoman,Femme d'affaires,FALSE,FALSE,Shippagan,New Brunswick,Nouveau-Brunswick,PC,PC
GE.36.1997,3600,ED13-001,3,Doug Young,Doug,Doug,Young,M,Lawyer,Avocat,TRUE,FALSE,Beresford,New Brunswick,Nouveau-Brunswick,Liberal,Libéral
GE.36.1997,3600,ED13-002,1,Raymond Braun,Raymond,Raymond,Braun,M,Medical Doctor,Médecin,FALSE,FALSE,Hillsborough,New Brunswick,Nouveau-Brunswick,Reform,Réforme
GE.36.1997,3600,ED13-002,2,Ian Hamilton,Ian,Ian,Hamilton,M,Vocational Educator,Éducateur en orientation professionnelle,FALSE,FALSE,Memramcook,New Brunswick,Nouveau-Brunswick,PC,PC
GE.36.1997,3600,ED13-002,3,Dominic LeBlanc,Dominic,Dominic,LeBlanc,M,Lawyer-Notary,Avocat-Notaire,FALSE,FALSE,Grande-Digue,New Brunswick,Nouveau-Brunswick,Liberal,Libéral
GE.36.1997,3600,ED13-002,4,Angela Vautour,Angela,Angela,Vautour,F,,,FALSE,TRUE,Bouctouche,New Brunswick,Nouveau-Brunswick,NDP,NPD
GE.36.1997,3600,ED13-003,1,Eric N. Banks,Eric,Eric,Banks,M,School Bus Driver,Conducteur d'autobus scolaire,FALSE,FALSE,St. George,New Brunswick,Nouveau-Brunswick,Reform,Réforme
GE.36.1997,3600,ED13-003,2,Harold Culbert,Harold,Harold,Culbert,M,Parliamentarian,Parlementaire,TRUE,FALSE,St. Stephen,New Brunswick,Nouveau-Brunswick,Liberal,Libéral
GE.36.1997,3600,ED13-003,3,Thomas Mitchell,Thomas,Thomas,Mitchell,M,Retired,Retraité,FALSE,FALSE,Saint John,New Brunswick,Nouveau-Brunswick,Natural Law,Loi Naturelle
GE.36.1997,3600,ED13-003,4,Rob Rainer,Rob,Rob,Rainer,M,Project Manager,Gestionnaire de projet,FALSE,FALSE,St. Andrews,New Brunswick,Nouveau-Brunswick,NDP,NPD
GE.36.1997,3600,ED13-003,5,Greg Thompson,Greg,Greg,Thompson,M,Businessman,Homme d'affaires,FALSE,TRUE,St. Andrews,New Brunswick,Nouveau-Brunswick,PC,PC
GE.36.1997,3600,ED13-004,1,Cleveland J. Allaby,Cleveland,Cleveland,Allaby,M,Lawyer,Avocat,FALSE,FALSE,Fredericton,New Brunswick,Nouveau-Brunswick,PC,PC
GE.36.1997,3600,ED13-004,2,Jeanne Geldart,Jeanne,Jeanne,Geldart,F,"Teacher, transcendental meditation",Enseignante de méditation transcendentale,FALSE,FALSE,Fredericton,New Brunswick,Nouveau-Brunswick,Natural Law,Loi Naturelle
GE.36.1997,3600,ED13-004,3,Patricia Hughes,Patricia,Patricia,Hughes,F,Law Professor,Professeure en droit,FALSE,FALSE,Fredericton,New Brunswick,Nouveau-Brunswick,NDP,NPD
GE.36.1997,3600,ED13-004,4,Mark McCready,Mark,Mark,McCready,M,Correctional Officer,Agent des services correctionnels,FALSE,FALSE,Fredericton,New Brunswick,Nouveau-Brunswick,Reform,Réforme
GE.36.1997,3600,ED13-004,5,Andy Scott,Andy,Andy,Scott,M,Public Servant,Fonctionnaire,TRUE,TRUE,Fredericton,New Brunswick,Nouveau-Brunswick,Liberal,Libéral
GE.36.1997,3600,ED13-005,1,Roger Brown,Roger,Roger,Brown,M,Teacher-Vice Principal,Enseignant-Directeur adjoint,FALSE,FALSE,Hampton,New Brunswick,Nouveau-Brunswick,Reform,Réforme
GE.36.1997,3600,ED13-005,2,John Herron,John,John,Herron,M,Sales Manager,Directeur des ventes,FALSE,TRUE,Bloomfield,New Brunswick,Nouveau-Brunswick,PC,PC
GE.36.1997,3600,ED13-005,3,Janice Sharon MacMillan,Janice,Janice,MacMillan,F,Consultant,Consultante,FALSE,FALSE,Saint John,New Brunswick,Nouveau-Brunswick,Natural Law,Loi Naturelle
GE.36.1997,3600,ED13-005,4,Larry Washburn,Larry,Larry,Washburn,M,Industrial Mechanic,Mécanicien d'entretien d'usine,FALSE,FALSE,Wirral,New Brunswick,Nouveau-Brunswick,NDP,NPD
GE.36.1997,3600,ED13-005,5,Paul Zed,Paul,Paul,Zed,M,Lawyer,Avocat,TRUE,FALSE,Rothesay,New Brunswick,Nouveau-Brunswick,Liberal,Libéral
GE.36.1997,3600,ED13-006,1,Guy H. Arseneault,Guy,Guy,Arseneault,M,School Teacher,Professeur d'école,TRUE,FALSE,Dalhousie,New Brunswick,Nouveau-Brunswick,Liberal,Libéral
GE.36.1997,3600,ED13-006,2,André Carrier,André,André,Carrier,M,Firefighter,Pompier,FALSE,FALSE,Dalhousie,New Brunswick,Nouveau-Brunswick,NDP,NPD
GE.36.1997,3600,ED13-006,3,Jean Dubé,Jean,Jean,Dubé,M,Company Head,Chef d'entreprise,FALSE,TRUE,Campbellton,New Brunswick,Nouveau-Brunswick,PC,PC
GE.36.1997,3600,ED13-006,4,Laurent Maltais,Laurent,Laurent,Maltais,M,Educator,Éducateur,FALSE,FALSE,Campbellton,New Brunswick,Nouveau-Brunswick,Natural Law,Loi Naturelle
GE.36.1997,3600,ED13-007,1,Paul D. Doyle,Paul,Paul,Doyle,M,Paper Machine Operator,Opérateur de machine à papier,FALSE,FALSE,Miramichi,New Brunswick,Nouveau-Brunswick,Reform,Réforme
GE.36.1997,3600,ED13-007,2,Fernand Gibbs,Fernand,Fernand,Gibbs,M,Retired Lawyer-Deputy Judge,Avocat-Juge adjoint retraité,FALSE,FALSE,Baie-Sainte-Anne,New Brunswick,Nouveau-Brunswick,PC,PC
GE.36.1997,3600,ED13-007,3,Allan Goodfellow,Allan,Allan,Goodfellow,M,Millworker,Menuisier de préfabrication,FALSE,FALSE,Derby,New Brunswick,Nouveau-Brunswick,NDP,NPD
GE.36.1997,3600,ED13-007,4,Charles Hubbard,Charles,Charles,Hubbard,M,School Principal,Directeur d'école,TRUE,TRUE,Red Bank,New Brunswick,Nouveau-Brunswick,Liberal,Libéral
