redistribution_boundaries,canadian_province,province_canadienne,electoral_district_number_numéro_de_circonscription,electoral_district_name_english_anglais,electoral_district_name_english_anglais2,nom_de_circonscription_français_french,nom_de_circonscription_français_french2
1996,Alberta,Alberta,ED48-001,Athabasca,Athabasca,Athabasca,Athabasca
1996,Alberta,Alberta,ED48-002,Calgary Centre,Calgary Centre,Calgary-Centre,Calgary-Centre
1996,Alberta,Alberta,ED48-003,Calgary East,Calgary East,Calgary-Est,Calgary-Est
1996,Alberta,Alberta,ED48-004,Calgary Northeast,Calgary Northeast,Calgary-Nord-Est,Calgary-Nord-Est
1996,Alberta,Alberta,ED48-005,Calgary--Nose Hill,Calgary—Nose Hill,Calgary--Nose Hill,Calgary—Nose Hill
1996,Alberta,Alberta,ED48-006,Calgary Southeast,Calgary Southeast,Calgary-Sud-Est,Calgary-Sud-Est
1996,Alberta,Alberta,ED48-007,Calgary Southwest,Calgary Southwest,Calgary-Sud-Ouest,Calgary-Sud-Ouest
1996,Alberta,Alberta,ED48-008,Calgary West,Calgary West,Calgary-Ouest,Calgary-Ouest
1996,Alberta,Alberta,ED48-009,Crowfoot,Crowfoot,Crowfoot,Crowfoot
1996,Alberta,Alberta,ED48-010,Edmonton East,Edmonton East,Edmonton-Est,Edmonton-Est
1996,Alberta,Alberta,ED48-011,Edmonton North,Edmonton North,Edmonton-Nord,Edmonton-Nord
1996,Alberta,Alberta,ED48-012,Edmonton Southeast,Edmonton Southeast,Edmonton-Sud-Est,Edmonton-Sud-Est
1996,Alberta,Alberta,ED48-013,Edmonton Southwest,Edmonton Southwest,Edmonton-Sud-Ouest,Edmonton-Sud-Ouest
1996,Alberta,Alberta,ED48-014,Edmonton--Strathcona,Edmonton—Strathcona,Edmonton--Strathcona,Edmonton—Strathcona
1996,Alberta,Alberta,ED48-015,Edmonton West,Edmonton West,Edmonton-Ouest,Edmonton-Ouest
1996,Alberta,Alberta,ED48-016,Elk Island,Elk Island,Elk Island,Elk Island
1996,Alberta,Alberta,ED48-017,Lakeland,Lakeland,Lakeland,Lakeland
1996,Alberta,Alberta,ED48-018,Lethbridge,Lethbridge,Lethbridge,Lethbridge
1996,Alberta,Alberta,ED48-019,Macleod,Macleod,Macleod,Macleod
1996,Alberta,Alberta,ED48-020,Medicine Hat,Medicine Hat,Medicine Hat,Medicine Hat
1996,Alberta,Alberta,ED48-021,Peace River,Peace River,Peace River,Peace River
1996,Alberta,Alberta,ED48-022,Red Deer,Red Deer,Red Deer,Red Deer
1996,Alberta,Alberta,ED48-023,St. Albert,St. Albert,St. Albert,St. Albert
1996,Alberta,Alberta,ED48-024,Wetaskiwin,Wetaskiwin,Wetaskiwin,Wetaskiwin
1996,Alberta,Alberta,ED48-025,Wild Rose,Wild Rose,Wild Rose,Wild Rose
1996,Alberta,Alberta,ED48-026,Yellowhead,Yellowhead,Yellowhead,Yellowhead
1996,British Columbia,Colombie-Britannique,ED59-001,Burnaby--Douglas,Burnaby—Douglas,Burnaby--Douglas,Burnaby—Douglas
1996,British Columbia,Colombie-Britannique,ED59-002,Cariboo--Chilcotin,Cariboo—Chilcotin,Cariboo--Chilcotin,Cariboo—Chilcotin
1996,British Columbia,Colombie-Britannique,ED59-003,Delta--South Richmond,Delta—South Richmond,Delta--South Richmond,Delta—South Richmond
1996,British Columbia,Colombie-Britannique,ED59-004,Dewdney--Alouette,Dewdney—Alouette,Dewdney--Alouette,Dewdney—Alouette
1996,British Columbia,Colombie-Britannique,ED59-005,Esquimalt--Juan de Fuca,Esquimalt—Juan de Fuca,Esquimalt--Juan de Fuca,Esquimalt—Juan de Fuca
1996,British Columbia,Colombie-Britannique,ED59-006,Fraser Valley,Fraser Valley,Fraser Valley,Fraser Valley
1996,British Columbia,Colombie-Britannique,ED59-007,Kamloops,Kamloops,Kamloops,Kamloops
1996,British Columbia,Colombie-Britannique,ED59-008,Kelowna,Kelowna,Kelowna,Kelowna
1996,British Columbia,Colombie-Britannique,ED59-009,Kootenay--Columbia,Kootenay—Columbia,Kootenay--Columbia,Kootenay—Columbia
1996,British Columbia,Colombie-Britannique,ED59-010,Langley--Abbotsford,Langley—Abbotsford,Langley--Abbotsford,Langley—Abbotsford
1996,British Columbia,Colombie-Britannique,ED59-011,Nanaimo--Alberni,Nanaimo—Alberni,Nanaimo--Alberni,Nanaimo—Alberni
1996,British Columbia,Colombie-Britannique,ED59-012,Nanaimo--Cowichan,Nanaimo—Cowichan,Nanaimo--Cowichan,Nanaimo—Cowichan
1996,British Columbia,Colombie-Britannique,ED59-013,New Westminster--Coquitlam--Burnaby,New Westminster—Coquitlam—Burnaby,New Westminster--Coquitlam--Burnaby,New Westminster—Coquitlam—Burnaby
1996,British Columbia,Colombie-Britannique,ED59-014,Okanagan--Shuswap,Okanagan—Shuswap,Okanagan--Shuswap,Okanagan—Shuswap
1996,British Columbia,Colombie-Britannique,ED59-015,North Vancouver,North Vancouver,North Vancouver,North Vancouver
1996,British Columbia,Colombie-Britannique,ED59-016,Okanagan--Coquihalla,Okanagan—Coquihalla,Okanagan--Coquihalla,Okanagan—Coquihalla
1996,British Columbia,Colombie-Britannique,ED59-017,Port Moody--Coquitlam,Port Moody—Coquitlam,Port Moody--Coquitlam,Port Moody—Coquitlam
1996,British Columbia,Colombie-Britannique,ED59-018,Prince George--Bulkley Valley,Prince George—Bulkley Valley,Prince George--Bulkley Valley,Prince George—Bulkley Valley
1996,British Columbia,Colombie-Britannique,ED59-019,Prince George--Peace River,Prince George—Peace River,Prince George--Peace River,Prince George—Peace River
1996,British Columbia,Colombie-Britannique,ED59-020,Richmond,Richmond,Richmond,Richmond
1996,British Columbia,Colombie-Britannique,ED59-021,Saanich--Gulf Islands,Saanich—Gulf Islands,Saanich--Gulf Islands,Saanich—Gulf Islands
1996,British Columbia,Colombie-Britannique,ED59-022,Skeena,Skeena,Skeena,Skeena
1996,British Columbia,Colombie-Britannique,ED59-023,South Surrey--White Rock--Langley,South Surrey—White Rock—Langley,South Surrey--White Rock--Langley,South Surrey—White Rock—Langley
1996,British Columbia,Colombie-Britannique,ED59-024,Surrey Central,Surrey Central,Surrey-Centre,Surrey-Centre
1996,British Columbia,Colombie-Britannique,ED59-025,Surrey North,Surrey North,Surrey-Nord,Surrey-Nord
1996,British Columbia,Colombie-Britannique,ED59-026,Vancouver Centre,Vancouver Centre,Vancouver-Centre,Vancouver-Centre
1996,British Columbia,Colombie-Britannique,ED59-027,Vancouver East,Vancouver East,Vancouver-Est,Vancouver-Est
1996,British Columbia,Colombie-Britannique,ED59-028,Vancouver Island North,Vancouver Island North,Île de Vancouver-Nord,Île de Vancouver-Nord
1996,British Columbia,Colombie-Britannique,ED59-029,Vancouver Kingsway,Vancouver Kingsway,Vancouver Kingsway,Vancouver Kingsway
1996,British Columbia,Colombie-Britannique,ED59-030,Vancouver Quadra,Vancouver Quadra,Vancouver Quadra,Vancouver Quadra
1996,British Columbia,Colombie-Britannique,ED59-031,Vancouver South--Burnaby,Vancouver South—Burnaby,Vancouver-Sud--Burnaby,Vancouver-Sud—Burnaby
1996,British Columbia,Colombie-Britannique,ED59-032,Victoria,Victoria,Victoria,Victoria
1996,British Columbia,Colombie-Britannique,ED59-033,West Kootenay--Okanagan,West Kootenay—Okanagan,West Kootenay--Okanagan,West Kootenay—Okanagan
1996,British Columbia,Colombie-Britannique,ED59-034,West Vancouver--Sunshine Coast,West Vancouver—Sunshine Coast,West Vancouver--Sunshine Coast,West Vancouver—Sunshine Coast
1996,Manitoba,Manitoba,ED46-001,Brandon--Souris,Brandon—Souris,Brandon--Souris,Brandon—Souris
1996,Manitoba,Manitoba,ED46-002,Charleswood--Assiniboine,Charleswood—Assiniboine,Charleswood--Assiniboine,Charleswood—Assiniboine
1996,Manitoba,Manitoba,ED46-003,Churchill,Churchill,Churchill,Churchill
1996,Manitoba,Manitoba,ED46-004,Dauphin--Swan River,Dauphin—Swan River,Dauphin--Swan River,Dauphin—Swan River
1996,Manitoba,Manitoba,ED46-005,Portage--Lisgar,Portage—Lisgar,Portage--Lisgar,Portage—Lisgar
1996,Manitoba,Manitoba,ED46-006,Provencher,Provencher,Provencher,Provencher
1996,Manitoba,Manitoba,ED46-007,Saint Boniface,Saint Boniface,Saint-Boniface,Saint-Boniface
1996,Manitoba,Manitoba,ED46-008,Selkirk--Interlake,Selkirk—Interlake,Selkirk--Interlake,Selkirk—Interlake
1996,Manitoba,Manitoba,ED46-009,Winnipeg North Centre,Winnipeg North Centre,Winnipeg-Centre-Nord,Winnipeg-Centre-Nord
1996,Manitoba,Manitoba,ED46-010,Winnipeg Centre,Winnipeg Centre,Winnipeg-Centre,Winnipeg-Centre
1996,Manitoba,Manitoba,ED46-011,Winnipeg South,Winnipeg South,Winnipeg-Sud,Winnipeg-Sud
1996,Manitoba,Manitoba,ED46-012,Winnipeg South Centre,Winnipeg South Centre,Winnipeg-Centre-Sud,Winnipeg-Centre-Sud
1996,Manitoba,Manitoba,ED46-013,Winnipeg North--St. Paul,Winnipeg North—St. Paul,Winnipeg-Nord--St. Paul,Winnipeg-Nord—St. Paul
1996,Manitoba,Manitoba,ED46-014,Winnipeg--Transcona,Winnipeg—Transcona,Winnipeg--Transcona,Winnipeg—Transcona
1996,New Brunswick,Nouveau-Brunswick,ED13-001,Acadie--Bathurst,Acadie—Bathurst,Acadie--Bathurst,Acadie—Bathurst
1996,New Brunswick,Nouveau-Brunswick,ED13-002,Beauséjour--Petitcodiac,Beauséjour—Petitcodiac,Beauséjour--Petitcodiac,Beauséjour—Petitcodiac
1996,New Brunswick,Nouveau-Brunswick,ED13-003,Charlotte,Charlotte,Charlotte,Charlotte
1996,New Brunswick,Nouveau-Brunswick,ED13-004,Fredericton,Fredericton,Fredericton,Fredericton
1996,New Brunswick,Nouveau-Brunswick,ED13-005,Fundy--Royal,Fundy—Royal,Fundy--Royal,Fundy—Royal
1996,New Brunswick,Nouveau-Brunswick,ED13-006,Madawaska--Restigouche,Madawaska—Restigouche,Madawaska--Restigouche,Madawaska—Restigouche
1996,New Brunswick,Nouveau-Brunswick,ED13-007,Miramichi,Miramichi,Miramichi,Miramichi
1996,New Brunswick,Nouveau-Brunswick,ED13-008,Moncton,Moncton,Moncton,Moncton
1996,New Brunswick,Nouveau-Brunswick,ED13-009,Saint John,Saint John,Saint John,Saint John
1996,New Brunswick,Nouveau-Brunswick,ED13-010,Tobique--Mactaquac,Tobique—Mactaquac,Tobique--Mactaquac,Tobique—Mactaquac
1996,Newfoundland,Terre-Neuve,ED10-001,Bonavista--Trinity--Conception,Bonavista—Trinity—Conception,Bonavista--Trinity--Conception,Bonavista—Trinity—Conception
1996,Newfoundland,Terre-Neuve,ED10-002,Burin--St. George's,Burin—St. George's,Burin--St. George's,Burin—St. George's
1996,Newfoundland,Terre-Neuve,ED10-003,Gander--Grand Falls,Gander—Grand Falls,Gander--Grand Falls,Gander—Grand Falls
1996,Newfoundland,Terre-Neuve,ED10-004,Humber--St. Barbe--Baie Verte,Humber—St. Barbe—Baie Verte,Humber--St. Barbe--Baie Verte,Humber—St. Barbe—Baie Verte
1996,Newfoundland,Terre-Neuve,ED10-005,Labrador,Labrador,Labrador,Labrador
1996,Newfoundland,Terre-Neuve,ED10-006,St. John's East,St. John's East,St. John's-Est,St. John's-Est
1996,Newfoundland,Terre-Neuve,ED10-007,St. John's West,St. John's West,St. John's-Ouest,St. John's-Ouest
1996,Northwest Territories,Territoires du Nord-Ouest,ED61-001,Nunavut,Nunavut,Nunavut,Nunavut
1996,Northwest Territories,Territoires du Nord-Ouest,ED61-002,Western Arctic,Western Arctic,Western Arctic,Western Arctic
1996,Nova Scotia,Nouvelle-Écosse,ED12-001,Bras d'Or,Bras d'Or,Bras d'Or,Bras d'Or
1996,Nova Scotia,Nouvelle-Écosse,ED12-002,Cumberland--Colchester,Cumberland—Colchester,Cumberland--Colchester,Cumberland—Colchester
1996,Nova Scotia,Nouvelle-Écosse,ED12-003,Dartmouth,Dartmouth,Dartmouth,Dartmouth
1996,Nova Scotia,Nouvelle-Écosse,ED12-004,Halifax,Halifax,Halifax,Halifax
1996,Nova Scotia,Nouvelle-Écosse,ED12-005,Halifax West,Halifax West,Halifax-Ouest,Halifax-Ouest
1996,Nova Scotia,Nouvelle-Écosse,ED12-006,Kings--Hants,Kings—Hants,Kings--Hants,Kings—Hants
1996,Nova Scotia,Nouvelle-Écosse,ED12-007,Pictou--Antigonish--Guysborough,Pictou—Antigonish—Guysborough,Pictou--Antigonish--Guysborough,Pictou—Antigonish—Guysborough
1996,Nova Scotia,Nouvelle-Écosse,ED12-008,Sackville--Eastern Shore,Sackville—Eastern Shore,Sackville--Eastern Shore,Sackville—Eastern Shore
1996,Nova Scotia,Nouvelle-Écosse,ED12-009,South Shore,South Shore,South Shore,South Shore
1996,Nova Scotia,Nouvelle-Écosse,ED12-010,Sydney--Victoria,Sydney—Victoria,Sydney--Victoria,Sydney—Victoria
1996,Nova Scotia,Nouvelle-Écosse,ED12-011,West Nova,West Nova,West Nova,West Nova
1996,Ontario,Ontario,ED35-001,Algoma--Manitoulin,Algoma—Manitoulin,Algoma--Manitoulin,Algoma—Manitoulin
1996,Ontario,Ontario,ED35-002,Barrie--Simcoe--Bradford,Barrie—Simcoe—Bradford,Barrie--Simcoe--Bradford,Barrie—Simcoe—Bradford
1996,Ontario,Ontario,ED35-003,Beaches--East York,Beaches—East York,Beaches--East York,Beaches—East York
1996,Ontario,Ontario,ED35-004,Bramalea--Gore--Malton,Bramalea—Gore—Malton,Bramalea--Gore--Malton,Bramalea—Gore—Malton
1996,Ontario,Ontario,ED35-005,Brampton Centre,Brampton Centre,Brampton-Centre,Brampton-Centre
1996,Ontario,Ontario,ED35-006,Brampton West--Mississauga,Brampton West—Mississauga,Brampton-Ouest--Mississauga,Brampton-Ouest—Mississauga
1996,Ontario,Ontario,ED35-007,Brant,Brant,Brant,Brant
1996,Ontario,Ontario,ED35-008,Broadview--Greenwood,Broadview—Greenwood,Broadview--Greenwood,Broadview—Greenwood
1996,Ontario,Ontario,ED35-009,Bruce--Grey,Bruce—Grey,Bruce--Grey,Bruce—Grey
1996,Ontario,Ontario,ED35-010,Burlington,Burlington,Burlington,Burlington
1996,Ontario,Ontario,ED35-011,Cambridge,Cambridge,Cambridge,Cambridge
1996,Ontario,Ontario,ED35-012,Davenport,Davenport,Davenport,Davenport
1996,Ontario,Ontario,ED35-013,Don Valley East,Don Valley East,Don Valley-Est,Don Valley-Est
1996,Ontario,Ontario,ED35-014,Don Valley West,Don Valley West,Don Valley-Ouest,Don Valley-Ouest
1996,Ontario,Ontario,ED35-015,Dufferin--Peel--Wellington--Grey,Dufferin—Peel—Wellington—Grey,Dufferin--Peel--Wellington--Grey,Dufferin—Peel—Wellington—Grey
1996,Ontario,Ontario,ED35-016,Durham,Durham,Durham,Durham
1996,Ontario,Ontario,ED35-017,Eglinton--Lawrence,Eglinton—Lawrence,Eglinton--Lawrence,Eglinton—Lawrence
1996,Ontario,Ontario,ED35-018,Elgin--Middlesex--London,Elgin—Middlesex—London,Elgin--Middlesex--London,Elgin—Middlesex—London
1996,Ontario,Ontario,ED35-019,Erie--Lincoln,Erie—Lincoln,Erie--Lincoln,Erie—Lincoln
1996,Ontario,Ontario,ED35-020,Essex,Essex,Essex,Essex
1996,Ontario,Ontario,ED35-021,Etobicoke Centre,Etobicoke Centre,Etobicoke-Centre,Etobicoke-Centre
1996,Ontario,Ontario,ED35-022,Etobicoke--Lakeshore,Etobicoke—Lakeshore,Etobicoke--Lakeshore,Etobicoke—Lakeshore
1996,Ontario,Ontario,ED35-023,Etobicoke North,Etobicoke North,Etobicoke-Nord,Etobicoke-Nord
1996,Ontario,Ontario,ED35-024,Glengarry--Prescott--Russell,Glengarry—Prescott—Russell,Glengarry--Prescott--Russell,Glengarry—Prescott—Russell
1996,Ontario,Ontario,ED35-025,Carleton--Gloucester,Carleton—Gloucester,Carleton--Gloucester,Carleton—Gloucester
1996,Ontario,Ontario,ED35-026,Guelph--Wellington,Guelph—Wellington,Guelph--Wellington,Guelph—Wellington
1996,Ontario,Ontario,ED35-027,Haldimand--Norfolk--Brant,Haldimand—Norfolk—Brant,Haldimand--Norfolk--Brant,Haldimand—Norfolk—Brant
1996,Ontario,Ontario,ED35-028,Halton,Halton,Halton,Halton
1996,Ontario,Ontario,ED35-029,Hamilton East,Hamilton East,Hamilton-Est,Hamilton-Est
1996,Ontario,Ontario,ED35-030,Hamilton Mountain,Hamilton Mountain,Hamilton Mountain,Hamilton Mountain
1996,Ontario,Ontario,ED35-031,Hamilton West,Hamilton West,Hamilton-Ouest,Hamilton-Ouest
1996,Ontario,Ontario,ED35-032,Hastings--Frontenac--Lennox and Addington,Hastings—Frontenac—Lennox and Addington,Hastings--Frontenac--Lennox and Addington,Hastings—Frontenac—Lennox and Addington
1996,Ontario,Ontario,ED35-033,Huron--Bruce,Huron—Bruce,Huron--Bruce,Huron—Bruce
1996,Ontario,Ontario,ED35-034,Kenora--Rainy River,Kenora—Rainy River,Kenora--Rainy River,Kenora—Rainy River
1996,Ontario,Ontario,ED35-035,Kent--Essex,Kent—Essex,Kent--Essex,Kent—Essex
1996,Ontario,Ontario,ED35-036,Kingston and the Islands,Kingston and the Islands,Kingston et les Îles,Kingston et les Îles
1996,Ontario,Ontario,ED35-037,Kitchener Centre,Kitchener Centre,Kitchener-Centre,Kitchener-Centre
1996,Ontario,Ontario,ED35-038,Kitchener--Waterloo,Kitchener—Waterloo,Kitchener--Waterloo,Kitchener—Waterloo
1996,Ontario,Ontario,ED35-039,Lambton--Kent--Middlesex,Lambton—Kent—Middlesex,Lambton--Kent--Middlesex,Lambton—Kent—Middlesex
1996,Ontario,Ontario,ED35-040,Lanark--Carleton,Lanark—Carleton,Lanark--Carleton,Lanark—Carleton
1996,Ontario,Ontario,ED35-041,Leeds--Grenville,Leeds—Grenville,Leeds--Grenville,Leeds—Grenville
1996,Ontario,Ontario,ED35-042,London North Centre,London North Centre,London-Centre-Nord,London-Centre-Nord
1996,Ontario,Ontario,ED35-043,London--Fanshawe,London—Fanshawe,London--Fanshawe,London—Fanshawe
1996,Ontario,Ontario,ED35-044,London West,London West,London-Ouest,London-Ouest
1996,Ontario,Ontario,ED35-045,Markham,Markham,Markham,Markham
1996,Ontario,Ontario,ED35-046,Mississauga Centre,Mississauga Centre,Mississauga-Centre,Mississauga-Centre
1996,Ontario,Ontario,ED35-047,Mississauga East,Mississauga East,Mississauga-Est,Mississauga-Est
1996,Ontario,Ontario,ED35-048,Mississauga South,Mississauga South,Mississauga-Sud,Mississauga-Sud
1996,Ontario,Ontario,ED35-049,Mississauga West,Mississauga West,Mississauga-Ouest,Mississauga-Ouest
1996,Ontario,Ontario,ED35-050,Nepean--Carleton,Nepean—Carleton,Nepean--Carleton,Nepean—Carleton
1996,Ontario,Ontario,ED35-051,Niagara Centre,Niagara Centre,Niagara-Centre,Niagara-Centre
1996,Ontario,Ontario,ED35-052,Niagara Falls,Niagara Falls,Niagara Falls,Niagara Falls
1996,Ontario,Ontario,ED35-053,Nickel Belt,Nickel Belt,Nickel Belt,Nickel Belt
1996,Ontario,Ontario,ED35-054,Nipissing,Nipissing,Nipissing,Nipissing
1996,Ontario,Ontario,ED35-055,Northumberland,Northumberland,Northumberland,Northumberland
1996,Ontario,Ontario,ED35-056,Oak Ridges,Oak Ridges,Oak Ridges,Oak Ridges
1996,Ontario,Ontario,ED35-057,Oakville,Oakville,Oakville,Oakville
1996,Ontario,Ontario,ED35-058,Oshawa,Oshawa,Oshawa,Oshawa
1996,Ontario,Ontario,ED35-059,Ottawa Centre,Ottawa Centre,Ottawa-Centre,Ottawa-Centre
1996,Ontario,Ontario,ED35-060,Ottawa South,Ottawa South,Ottawa-Sud,Ottawa-Sud
1996,Ontario,Ontario,ED35-061,Ottawa--Vanier,Ottawa—Vanier,Ottawa--Vanier,Ottawa—Vanier
1996,Ontario,Ontario,ED35-062,Ottawa West--Nepean,Ottawa West—Nepean,Ottawa-Ouest--Nepean,Ottawa-Ouest—Nepean
1996,Ontario,Ontario,ED35-063,Oxford,Oxford,Oxford,Oxford
1996,Ontario,Ontario,ED35-064,Parkdale--High Park,Parkdale—High Park,Parkdale--High Park,Parkdale—High Park
1996,Ontario,Ontario,ED35-065,Parry Sound--Muskoka,Parry Sound—Muskoka,Parry Sound--Muskoka,Parry Sound—Muskoka
1996,Ontario,Ontario,ED35-066,Perth--Middlesex,Perth—Middlesex,Perth--Middlesex,Perth—Middlesex
1996,Ontario,Ontario,ED35-067,Peterborough,Peterborough,Peterborough,Peterborough
1996,Ontario,Ontario,ED35-068,Pickering--Ajax--Uxbridge,Pickering—Ajax—Uxbridge,Pickering--Ajax--Uxbridge,Pickering—Ajax—Uxbridge
1996,Ontario,Ontario,ED35-069,Prince Edward--Hastings,Prince Edward—Hastings,Prince Edward--Hastings,Prince Edward—Hastings
1996,Ontario,Ontario,ED35-070,Renfrew--Nipissing--Pembroke,Renfrew—Nipissing—Pembroke,Renfrew--Nipissing--Pembroke,Renfrew—Nipissing—Pembroke
1996,Ontario,Ontario,ED35-071,Sarnia--Lambton,Sarnia—Lambton,Sarnia--Lambton,Sarnia—Lambton
1996,Ontario,Ontario,ED35-072,Sault Ste. Marie,Sault Ste. Marie,Sault Ste. Marie,Sault Ste. Marie
1996,Ontario,Ontario,ED35-073,Scarborough--Agincourt,Scarborough—Agincourt,Scarborough--Agincourt,Scarborough—Agincourt
1996,Ontario,Ontario,ED35-074,Scarborough Centre,Scarborough Centre,Scarborough-Centre,Scarborough-Centre
1996,Ontario,Ontario,ED35-075,Scarborough East,Scarborough East,Scarborough-Est,Scarborough-Est
1996,Ontario,Ontario,ED35-076,Scarborough--Rouge River,Scarborough—Rouge River,Scarborough--Rouge River,Scarborough—Rouge River
1996,Ontario,Ontario,ED35-077,Scarborough Southwest,Scarborough Southwest,Scarborough-Sud-Ouest,Scarborough-Sud-Ouest
1996,Ontario,Ontario,ED35-078,Simcoe--Grey,Simcoe—Grey,Simcoe--Grey,Simcoe—Grey
1996,Ontario,Ontario,ED35-079,Simcoe North,Simcoe North,Simcoe-Nord,Simcoe-Nord
1996,Ontario,Ontario,ED35-080,St. Catharines,St. Catharines,St. Catharines,St. Catharines
1996,Ontario,Ontario,ED35-081,St. Paul's,St. Paul's,St. Paul's,St. Paul's
1996,Ontario,Ontario,ED35-082,Stoney Creek,Stoney Creek,Stoney Creek,Stoney Creek
1996,Ontario,Ontario,ED35-083,Stormont--Dundas,Stormont—Dundas,Stormont--Dundas,Stormont—Dundas
1996,Ontario,Ontario,ED35-084,Sudbury,Sudbury,Sudbury,Sudbury
1996,Ontario,Ontario,ED35-085,Thornhill,Thornhill,Thornhill,Thornhill
1996,Ontario,Ontario,ED35-086,Thunder Bay--Atikokan,Thunder Bay—Atikokan,Thunder Bay--Atikokan,Thunder Bay—Atikokan
1996,Ontario,Ontario,ED35-087,Thunder Bay--Nipigon,Thunder Bay—Nipigon,Thunder Bay--Nipigon,Thunder Bay—Nipigon
1996,Ontario,Ontario,ED35-088,Timiskaming--Cochrane,Timiskaming—Cochrane,Timiskaming--Cochrane,Timiskaming—Cochrane
1996,Ontario,Ontario,ED35-089,Timmins--James Bay,Timmins—James Bay,Timmins--Baie James,Timmins—Baie James
1996,Ontario,Ontario,ED35-090,Toronto Centre--Rosedale,Toronto Centre—Rosedale,Toronto-Centre--Rosedale,Toronto-Centre—Rosedale
1996,Ontario,Ontario,ED35-091,Trinity--Spadina,Trinity—Spadina,Trinity--Spadina,Trinity—Spadina
1996,Ontario,Ontario,ED35-092,Vaughan--King--Aurora,Vaughan—King—Aurora,Vaughan--King--Aurora,Vaughan—King—Aurora
1996,Ontario,Ontario,ED35-093,Victoria--Haliburton,Victoria—Haliburton,Victoria--Haliburton,Victoria—Haliburton
1996,Ontario,Ontario,ED35-094,Waterloo--Wellington,Waterloo—Wellington,Waterloo--Wellington,Waterloo—Wellington
1996,Ontario,Ontario,ED35-095,Wentworth--Burlington,Wentworth—Burlington,Wentworth--Burlington,Wentworth—Burlington
1996,Ontario,Ontario,ED35-096,Whitby--Ajax,Whitby—Ajax,Whitby--Ajax,Whitby—Ajax
1996,Ontario,Ontario,ED35-097,Willowdale,Willowdale,Willowdale,Willowdale
1996,Ontario,Ontario,ED35-098,Windsor--St. Clair,Windsor—St. Clair,Windsor--St. Clair,Windsor—St. Clair
1996,Ontario,Ontario,ED35-099,Windsor West,Windsor West,Windsor-Ouest,Windsor-Ouest
1996,Ontario,Ontario,ED35-100,York Centre,York Centre,York-Centre,York-Centre
1996,Ontario,Ontario,ED35-101,York North,York North,York-Nord,York-Nord
1996,Ontario,Ontario,ED35-102,York South--Weston,York South—Weston,York-Sud--Weston,York-Sud—Weston
1996,Ontario,Ontario,ED35-103,York West,York West,York-Ouest,York-Ouest
1996,Prince Edward Island,Île-du-Prince-Édouard,ED11-001,Cardigan,Cardigan,Cardigan,Cardigan
1996,Prince Edward Island,Île-du-Prince-Édouard,ED11-002,Egmont,Egmont,Egmont,Egmont
1996,Prince Edward Island,Île-du-Prince-Édouard,ED11-003,Hillsborough,Hillsborough,Hillsborough,Hillsborough
1996,Prince Edward Island,Île-du-Prince-Édouard,ED11-004,Malpeque,Malpeque,Malpeque,Malpeque
1996,Quebec,Québec,ED24-001,Abitibi,Abitibi,Abitibi,Abitibi
1996,Quebec,Québec,ED24-002,Ahuntsic,Ahuntsic,Ahuntsic,Ahuntsic
1996,Quebec,Québec,ED24-003,Anjou--Rivière-des-Prairies,Anjou—Rivière-des-Prairies,Anjou--Rivière-des-Prairies,Anjou—Rivière-des-Prairies
1996,Quebec,Québec,ED24-004,Argenteuil--Papineau,Argenteuil—Papineau,Argenteuil--Papineau,Argenteuil—Papineau
1996,Quebec,Québec,ED24-005,Beauce,Beauce,Beauce,Beauce
1996,Quebec,Québec,ED24-006,Beauharnois--Salaberry,Beauharnois—Salaberry,Beauharnois--Salaberry,Beauharnois—Salaberry
1996,Quebec,Québec,ED24-007,Beauport--Montmorency--Orléans,Beauport—Montmorency—Orléans,Beauport--Montmorency--Orléans,Beauport—Montmorency—Orléans
1996,Quebec,Québec,ED24-008,Bellechasse--Etchemins--Montmagny--L'Islet,Bellechasse—Etchemins—Montmagny—L'Islet,Bellechasse--Etchemins--Montmagny--L'Islet,Bellechasse—Etchemins—Montmagny—L'Islet
1996,Quebec,Québec,ED24-009,Berthier--Montcalm,Berthier—Montcalm,Berthier--Montcalm,Berthier—Montcalm
1996,Quebec,Québec,ED24-010,Bourassa,Bourassa,Bourassa,Bourassa
1996,Quebec,Québec,ED24-011,Brome--Missisquoi,Brome—Missisquoi,Brome--Missisquoi,Brome—Missisquoi
1996,Quebec,Québec,ED24-012,Brossard--La Prairie,Brossard—La Prairie,Brossard--La Prairie,Brossard—La Prairie
1996,Quebec,Québec,ED24-013,Chambly,Chambly,Chambly,Chambly
1996,Quebec,Québec,ED24-014,Champlain,Champlain,Champlain,Champlain
1996,Quebec,Québec,ED24-015,Charlesbourg,Charlesbourg,Charlesbourg,Charlesbourg
1996,Quebec,Québec,ED24-016,Charlevoix,Charlevoix,Charlevoix,Charlevoix
1996,Quebec,Québec,ED24-017,Châteauguay,Châteauguay,Châteauguay,Châteauguay
1996,Quebec,Québec,ED24-018,Chicoutimi,Chicoutimi,Chicoutimi,Chicoutimi
1996,Quebec,Québec,ED24-019,Compton--Stanstead,Compton—Stanstead,Compton--Stanstead,Compton—Stanstead
1996,Quebec,Québec,ED24-020,Drummond,Drummond,Drummond,Drummond
1996,Quebec,Québec,ED24-021,Frontenac--Mégantic,Frontenac—Mégantic,Frontenac--Mégantic,Frontenac—Mégantic
