redistribution_boundaries,canadian_province,province_canadienne,electoral_district_number_numéro_de_circonscription,electoral_district_name_english_anglais,electoral_district_name_english_anglais2,nom_de_circonscription_français_french,nom_de_circonscription_français_french2
2003,Ontario,Ontario,35038,Kitchener--Conestoga,Kitchener—Conestoga,Kitchener--Conestoga,Kitchener—Conestoga
2003,Ontario,Ontario,35039,Kitchener--Waterloo,Kitchener—Waterloo,Kitchener--Waterloo,Kitchener—Waterloo
2003,Ontario,Ontario,35040,Lanark--Frontenac--Lennox and Addington,Lanark—Frontenac—Lennox and Addington,Lanark--Frontenac--Lennox and Addington,Lanark—Frontenac—Lennox and Addington
2003,Ontario,Ontario,35041,Leeds--Grenville,Leeds—Grenville,Leeds--Grenville,Leeds—Grenville
2003,Ontario,Ontario,35042,London--Fanshawe,London—Fanshawe,London--Fanshawe,London—Fanshawe
2003,Ontario,Ontario,35043,London North Centre,London North Centre,London-Centre-Nord,London-Centre-Nord
2003,Ontario,Ontario,35044,London West,London West,London-Ouest,London-Ouest
2003,Ontario,Ontario,35045,Markham--Unionville,Markham—Unionville,Markham--Unionville,Markham—Unionville
2003,Ontario,Ontario,35046,Middlesex--Kent--Lambton,Middlesex—Kent—Lambton,Middlesex--Kent--Lambton,Middlesex—Kent—Lambton
2003,Ontario,Ontario,35047,Mississauga--Brampton South,Mississauga—Brampton South,Mississauga--Brampton-Sud,Mississauga—Brampton-Sud
2003,Ontario,Ontario,35048,Mississauga East--Cooksville,Mississauga East—Cooksville,Mississauga-Est--Cooksville,Mississauga-Est—Cooksville
2003,Ontario,Ontario,35049,Mississauga--Erindale,Mississauga—Erindale,Mississauga--Erindale,Mississauga—Erindale
2003,Ontario,Ontario,35050,Mississauga South,Mississauga South,Mississauga-Sud,Mississauga-Sud
2003,Ontario,Ontario,35051,Mississauga--Streetsville,Mississauga—Streetsville,Mississauga--Streetsville,Mississauga—Streetsville
2003,Ontario,Ontario,35052,Nepean--Carleton,Nepean—Carleton,Nepean--Carleton,Nepean—Carleton
2003,Ontario,Ontario,35053,Newmarket--Aurora,Newmarket—Aurora,Newmarket--Aurora,Newmarket—Aurora
2003,Ontario,Ontario,35054,Niagara Falls,Niagara Falls,Niagara Falls,Niagara Falls
2003,Ontario,Ontario,35055,Niagara West--Glanbrook,Niagara West—Glanbrook,Niagara-Ouest--Glanbrook,Niagara-Ouest—Glanbrook
2003,Ontario,Ontario,35056,Nickel Belt,Nickel Belt,Nickel Belt,Nickel Belt
2003,Ontario,Ontario,35057,Nipissing--Timiskaming,Nipissing—Timiskaming,Nipissing--Timiskaming,Nipissing—Timiskaming
2003,Ontario,Ontario,35058,Northumberland--Quinte West,Northumberland—Quinte West,Northumberland--Quinte West,Northumberland—Quinte West
2003,Ontario,Ontario,35059,Oak Ridges--Markham,Oak Ridges—Markham,Oak Ridges--Markham,Oak Ridges—Markham
2003,Ontario,Ontario,35060,Oakville,Oakville,Oakville,Oakville
2003,Ontario,Ontario,35061,Oshawa,Oshawa,Oshawa,Oshawa
2003,Ontario,Ontario,35062,Ottawa Centre,Ottawa Centre,Ottawa-Centre,Ottawa-Centre
2003,Ontario,Ontario,35063,Ottawa--Orléans,Ottawa—Orléans,Ottawa--Orléans,Ottawa—Orléans
2003,Ontario,Ontario,35064,Ottawa South,Ottawa South,Ottawa-Sud,Ottawa-Sud
2003,Ontario,Ontario,35065,Ottawa--Vanier,Ottawa—Vanier,Ottawa--Vanier,Ottawa—Vanier
2003,Ontario,Ontario,35066,Ottawa West--Nepean,Ottawa West—Nepean,Ottawa-Ouest--Nepean,Ottawa-Ouest—Nepean
2003,Ontario,Ontario,35067,Oxford,Oxford,Oxford,Oxford
2003,Ontario,Ontario,35068,Parkdale--High Park,Parkdale—High Park,Parkdale--High Park,Parkdale—High Park
2003,Ontario,Ontario,35069,Parry Sound--Muskoka,Parry Sound—Muskoka,Parry Sound--Muskoka,Parry Sound—Muskoka
2003,Ontario,Ontario,35070,Perth--Wellington,Perth—Wellington,Perth--Wellington,Perth—Wellington
2003,Ontario,Ontario,35071,Peterborough,Peterborough,Peterborough,Peterborough
2003,Ontario,Ontario,35072,Pickering--Scarborough East,Pickering—Scarborough East,Pickering--Scarborough-Est,Pickering—Scarborough-Est
2003,Ontario,Ontario,35073,Prince Edward--Hastings,Prince Edward—Hastings,Prince Edward--Hastings,Prince Edward—Hastings
2003,Ontario,Ontario,35074,Renfrew--Nipissing--Pembroke,Renfrew—Nipissing—Pembroke,Renfrew--Nipissing--Pembroke,Renfrew—Nipissing—Pembroke
2003,Ontario,Ontario,35075,Richmond Hill,Richmond Hill,Richmond Hill,Richmond Hill
2003,Ontario,Ontario,35076,St. Catharines,St. Catharines,St. Catharines,St. Catharines
2003,Ontario,Ontario,35077,St. Paul's,St. Paul's,St. Paul's,St. Paul's
2003,Ontario,Ontario,35078,Sarnia--Lambton,Sarnia—Lambton,Sarnia--Lambton,Sarnia—Lambton
2003,Ontario,Ontario,35079,Sault Ste. Marie,Sault Ste. Marie,Sault Ste. Marie,Sault Ste. Marie
2003,Ontario,Ontario,35080,Scarborough--Agincourt,Scarborough—Agincourt,Scarborough--Agincourt,Scarborough—Agincourt
2003,Ontario,Ontario,35081,Scarborough Centre,Scarborough Centre,Scarborough-Centre,Scarborough-Centre
2003,Ontario,Ontario,35082,Scarborough--Guildwood,Scarborough—Guildwood,Scarborough--Guildwood,Scarborough—Guildwood
2003,Ontario,Ontario,35083,Scarborough--Rouge River,Scarborough—Rouge River,Scarborough--Rouge River,Scarborough—Rouge River
2003,Ontario,Ontario,35084,Scarborough Southwest,Scarborough Southwest,Scarborough-Sud-Ouest,Scarborough-Sud-Ouest
2003,Ontario,Ontario,35085,Simcoe--Grey,Simcoe—Grey,Simcoe--Grey,Simcoe—Grey
2003,Ontario,Ontario,35086,Simcoe North,Simcoe North,Simcoe-Nord,Simcoe-Nord
2003,Ontario,Ontario,35087,Stormont--Dundas--South Glengarry,Stormont—Dundas—South Glengarry,Stormont--Dundas--South Glengarry,Stormont—Dundas—South Glengarry
2003,Ontario,Ontario,35088,Sudbury,Sudbury,Sudbury,Sudbury
2003,Ontario,Ontario,35089,Thornhill,Thornhill,Thornhill,Thornhill
2003,Ontario,Ontario,35090,Thunder Bay--Rainy River,Thunder Bay—Rainy River,Thunder Bay--Rainy River,Thunder Bay—Rainy River
2003,Ontario,Ontario,35091,Thunder Bay--Superior North,Thunder Bay—Superior North,Thunder Bay--Superior-Nord,Thunder Bay—Superior-Nord
2003,Ontario,Ontario,35092,Timmins--James Bay,Timmins—James Bay,Timmins--Baie James,Timmins—Baie James
2003,Ontario,Ontario,35093,Toronto Centre,Toronto Centre,Toronto-Centre,Toronto-Centre
2003,Ontario,Ontario,35094,Toronto--Danforth,Toronto—Danforth,Toronto--Danforth,Toronto—Danforth
2003,Ontario,Ontario,35095,Trinity--Spadina,Trinity—Spadina,Trinity--Spadina,Trinity—Spadina
2003,Ontario,Ontario,35096,Vaughan,Vaughan,Vaughan,Vaughan
2003,Ontario,Ontario,35097,Welland,Welland,Welland,Welland
2003,Ontario,Ontario,35098,Wellington--Halton Hills,Wellington—Halton Hills,Wellington--Halton Hills,Wellington—Halton Hills
2003,Ontario,Ontario,35099,Whitby--Oshawa,Whitby—Oshawa,Whitby--Oshawa,Whitby—Oshawa
2003,Ontario,Ontario,35100,Willowdale,Willowdale,Willowdale,Willowdale
2003,Ontario,Ontario,35101,Windsor--Tecumseh,Windsor—Tecumseh,Windsor--Tecumseh,Windsor—Tecumseh
2003,Ontario,Ontario,35102,Windsor West,Windsor West,Windsor-Ouest,Windsor-Ouest
2003,Ontario,Ontario,35103,York Centre,York Centre,York-Centre,York-Centre
2003,Ontario,Ontario,35104,York--Simcoe,York—Simcoe,York--Simcoe,York—Simcoe
2003,Ontario,Ontario,35105,York South--Weston,York South—Weston,York-Sud--Weston,York-Sud—Weston
2003,Ontario,Ontario,35106,York West,York West,York-Ouest,York-Ouest
2003,Prince Edward Island,Île-du-Prince-Édouard,11001,Cardigan,Cardigan,Cardigan,Cardigan
2003,Prince Edward Island,Île-du-Prince-Édouard,11002,Charlottetown,Charlottetown,Charlottetown,Charlottetown
2003,Prince Edward Island,Île-du-Prince-Édouard,11003,Egmont,Egmont,Egmont,Egmont
2003,Prince Edward Island,Île-du-Prince-Édouard,11004,Malpeque,Malpeque,Malpeque,Malpeque
2003,Quebec,Québec,24001,Abitibi--Témiscamingue,Abitibi—Témiscamingue,Abitibi--Témiscamingue,Abitibi—Témiscamingue
2003,Quebec,Québec,24002,Ahuntsic,Ahuntsic,Ahuntsic,Ahuntsic
2003,Quebec,Québec,24003,Alfred-Pellan,Alfred-Pellan,Alfred-Pellan,Alfred-Pellan
2003,Quebec,Québec,24004,Argenteuil--Mirabel,Argenteuil—Mirabel,Argenteuil--Mirabel,Argenteuil—Mirabel
2003,Quebec,Québec,24005,Beauce,Beauce,Beauce,Beauce
2003,Quebec,Québec,24006,Beauharnois--Salaberry,Beauharnois—Salaberry,Beauharnois--Salaberry,Beauharnois—Salaberry
2003,Quebec,Québec,24007,Beauport,Beauport,Beauport,Beauport
2003,Quebec,Québec,24008,Berthier--Maskinongé,Berthier—Maskinongé,Berthier--Maskinongé,Berthier—Maskinongé
2003,Quebec,Québec,24009,Bourassa,Bourassa,Bourassa,Bourassa
2003,Quebec,Québec,24010,Brome--Missisquoi,Brome—Missisquoi,Brome--Missisquoi,Brome—Missisquoi
2003,Quebec,Québec,24011,Brossard--La Prairie,Brossard—La Prairie,Brossard--La Prairie,Brossard—La Prairie
2003,Quebec,Québec,24012,Chambly--Borduas,Chambly—Borduas,Chambly--Borduas,Chambly—Borduas
2003,Quebec,Québec,24013,Charlesbourg,Charlesbourg,Charlesbourg,Charlesbourg
2003,Quebec,Québec,24014,Charlevoix--Montmorency,Charlevoix—Montmorency,Charlevoix--Montmorency,Charlevoix—Montmorency
2003,Quebec,Québec,24015,Châteauguay--Saint-Constant,Châteauguay—Saint-Constant,Châteauguay--Saint-Constant,Châteauguay—Saint-Constant
2003,Quebec,Québec,24016,Chicoutimi--Le Fjord,Chicoutimi—Le Fjord,Chicoutimi--Le Fjord,Chicoutimi—Le Fjord
2003,Quebec,Québec,24017,Compton--Stanstead,Compton—Stanstead,Compton--Stanstead,Compton—Stanstead
2003,Quebec,Québec,24018,Drummond,Drummond,Drummond,Drummond
2003,Quebec,Québec,24019,Gaspésie--Îles-de-la-Madeleine,Gaspésie—Îles-de-la-Madeleine,Gaspésie--Îles-de-la-Madeleine,Gaspésie—Îles-de-la-Madeleine
2003,Quebec,Québec,24020,Gatineau,Gatineau,Gatineau,Gatineau
2003,Quebec,Québec,24021,Hochelaga,Hochelaga,Hochelaga,Hochelaga
2003,Quebec,Québec,24022,Honoré-Mercier,Honoré-Mercier,Honoré-Mercier,Honoré-Mercier
2003,Quebec,Québec,24023,Hull--Aylmer,Hull—Aylmer,Hull--Aylmer,Hull—Aylmer
2003,Quebec,Québec,24024,Jeanne-Le Ber,Jeanne-Le Ber,Jeanne-Le Ber,Jeanne-Le Ber
2003,Quebec,Québec,24025,Joliette,Joliette,Joliette,Joliette
2003,Quebec,Québec,24026,Jonquière--Alma,Jonquière—Alma,Jonquière--Alma,Jonquière—Alma
2003,Quebec,Québec,24027,Lac-Saint-Louis,Lac-Saint-Louis,Lac-Saint-Louis,Lac-Saint-Louis
2003,Quebec,Québec,24028,La Pointe-de-l'Île,La Pointe-de-l'Île,La Pointe-de-l'Île,La Pointe-de-l'Île
2003,Quebec,Québec,24029,LaSalle--Émard,LaSalle—Émard,LaSalle--Émard,LaSalle—Émard
2003,Quebec,Québec,24030,Laurentides--Labelle,Laurentides—Labelle,Laurentides--Labelle,Laurentides—Labelle
2003,Quebec,Québec,24031,Laurier,Laurier,Laurier,Laurier
2003,Quebec,Québec,24032,Laval,Laval,Laval,Laval
2003,Quebec,Québec,24033,Laval--Les Îles,Laval—Les Îles,Laval--Les Îles,Laval—Les Îles
2003,Quebec,Québec,24034,Lévis--Bellechasse,Lévis—Bellechasse,Lévis--Bellechasse,Lévis—Bellechasse
2003,Quebec,Québec,24035,Longueuil,Longueuil,Longueuil,Longueuil
2003,Quebec,Québec,24036,Lotbinière--Chutes-de-la-Chaudière,Lotbinière—Chutes-de-la-Chaudière,Lotbinière--Chutes-de-la-Chaudière,Lotbinière—Chutes-de-la-Chaudière
2003,Quebec,Québec,24037,Louis-Hébert,Louis-Hébert,Louis-Hébert,Louis-Hébert
2003,Quebec,Québec,24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Louis-Saint-Laurent,Louis-Saint-Laurent
2003,Quebec,Québec,24039,Manicouagan,Manicouagan,Manicouagan,Manicouagan
2003,Quebec,Québec,24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin
2003,Quebec,Québec,24041,Matapédia--Matane,Matapédia—Matane,Matapédia--Matane,Matapédia—Matane
2003,Quebec,Québec,24042,Mégantic--L'Érable,Mégantic—L'Érable,Mégantic--L'Érable,Mégantic—L'Érable
2003,Quebec,Québec,24043,Montcalm,Montcalm,Montcalm,Montcalm
2003,Quebec,Québec,24044,Mount Royal,Mount Royal,Mont-Royal,Mont-Royal
2003,Quebec,Québec,24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce—Lachine,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce—Lachine
2003,Quebec,Québec,24046,Nunavik--Eeyou,Nunavik—Eeyou,Nunavik--Eeyou,Nunavik—Eeyou
2003,Quebec,Québec,24047,Outremont,Outremont,Outremont,Outremont
2003,Quebec,Québec,24048,Papineau,Papineau,Papineau,Papineau
2003,Quebec,Québec,24049,Pierrefonds--Dollard,Pierrefonds—Dollard,Pierrefonds--Dollard,Pierrefonds—Dollard
2003,Quebec,Québec,24050,Pontiac,Pontiac,Pontiac,Pontiac
2003,Quebec,Québec,24051,Portneuf,Portneuf,Portneuf,Portneuf
2003,Quebec,Québec,24052,Québec,Québec,Québec,Québec
2003,Quebec,Québec,24053,Repentigny,Repentigny,Repentigny,Repentigny
2003,Quebec,Québec,24054,Richelieu,Richelieu,Richelieu,Richelieu
2003,Quebec,Québec,24055,Richmond--Arthabaska,Richmond—Arthabaska,Richmond--Arthabaska,Richmond—Arthabaska
2003,Quebec,Québec,24056,Rimouski--Témiscouata,Rimouski—Témiscouata,Rimouski--Témiscouata,Rimouski—Témiscouata
2003,Quebec,Québec,24057,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles
2003,Quebec,Québec,24058,Rivière-du-Loup--Montmagny,Rivière-du-Loup—Montmagny,Rivière-du-Loup--Montmagny,Rivière-du-Loup—Montmagny
2003,Quebec,Québec,24059,Rivière-du-Nord,Rivière-du-Nord,Rivière-du-Nord,Rivière-du-Nord
2003,Quebec,Québec,24060,Roberval,Roberval,Roberval,Roberval
2003,Quebec,Québec,24061,Rosemont--La Petite-Patrie,Rosemont—La Petite-Patrie,Rosemont--La Petite-Patrie,Rosemont—La Petite-Patrie
2003,Quebec,Québec,24062,Saint-Bruno--Saint-Hubert,Saint-Bruno—Saint-Hubert,Saint-Bruno--Saint-Hubert,Saint-Bruno—Saint-Hubert
2003,Quebec,Québec,24063,Saint-Hyacinthe--Bagot,Saint-Hyacinthe—Bagot,Saint-Hyacinthe--Bagot,Saint-Hyacinthe—Bagot
2003,Quebec,Québec,24064,Saint-Jean,Saint-Jean,Saint-Jean,Saint-Jean
2003,Quebec,Québec,24065,Saint-Lambert,Saint-Lambert,Saint-Lambert,Saint-Lambert
2003,Quebec,Québec,24066,Saint-Laurent--Cartierville,Saint-Laurent—Cartierville,Saint-Laurent--Cartierville,Saint-Laurent—Cartierville
2003,Quebec,Québec,24067,Saint-Léonard--Saint-Michel,Saint-Léonard—Saint-Michel,Saint-Léonard--Saint-Michel,Saint-Léonard—Saint-Michel
2003,Quebec,Québec,24068,Saint-Maurice--Champlain,Saint-Maurice—Champlain,Saint-Maurice--Champlain,Saint-Maurice—Champlain
2003,Quebec,Québec,24069,Shefford,Shefford,Shefford,Shefford
2003,Quebec,Québec,24070,Sherbrooke,Sherbrooke,Sherbrooke,Sherbrooke
2003,Quebec,Québec,24071,Terrebonne--Blainville,Terrebonne—Blainville,Terrebonne--Blainville,Terrebonne—Blainville
2003,Quebec,Québec,24072,Trois-Rivières,Trois-Rivières,Trois-Rivières,Trois-Rivières
2003,Quebec,Québec,24073,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Vaudreuil-Soulanges,Vaudreuil-Soulanges
2003,Quebec,Québec,24074,Verchères--Les Patriotes,Verchères—Les Patriotes,Verchères--Les Patriotes,Verchères—Les Patriotes
2003,Quebec,Québec,24075,Westmount--Ville-Marie,Westmount—Ville-Marie,Westmount--Ville-Marie,Westmount—Ville-Marie
2003,Saskatchewan,Saskatchewan,47001,Battlefords--Lloydminster,Battlefords—Lloydminster,Battlefords--Lloydminster,Battlefords—Lloydminster
2003,Saskatchewan,Saskatchewan,47002,Blackstrap,Blackstrap,Blackstrap,Blackstrap
2003,Saskatchewan,Saskatchewan,47003,Churchill River,Churchill River,Rivière Churchill,Rivière Churchill
2003,Saskatchewan,Saskatchewan,47004,Cypress Hills--Grasslands,Cypress Hills—Grasslands,Cypress Hills--Grasslands,Cypress Hills—Grasslands
2003,Saskatchewan,Saskatchewan,47005,Palliser,Palliser,Palliser,Palliser
2003,Saskatchewan,Saskatchewan,47006,Prince Albert,Prince Albert,Prince Albert,Prince Albert
2003,Saskatchewan,Saskatchewan,47007,Regina--Lumsden--Lake Centre,Regina—Lumsden—Lake Centre,Regina--Lumsden--Lake Centre,Regina—Lumsden—Lake Centre
2003,Saskatchewan,Saskatchewan,47008,Regina--Qu'Appelle,Regina—Qu'Appelle,Regina--Qu'Appelle,Regina—Qu'Appelle
2003,Saskatchewan,Saskatchewan,47009,Saskatoon--Humboldt,Saskatoon—Humboldt,Saskatoon--Humboldt,Saskatoon—Humboldt
2003,Saskatchewan,Saskatchewan,47010,Saskatoon--Rosetown--Biggar,Saskatoon—Rosetown—Biggar,Saskatoon--Rosetown--Biggar,Saskatoon—Rosetown—Biggar
2003,Saskatchewan,Saskatchewan,47011,Saskatoon--Wanuskewin,Saskatoon—Wanuskewin,Saskatoon--Wanuskewin,Saskatoon—Wanuskewin
2003,Saskatchewan,Saskatchewan,47012,Souris--Moose Mountain,Souris—Moose Mountain,Souris--Moose Mountain,Souris—Moose Mountain
2003,Saskatchewan,Saskatchewan,47013,Wascana,Wascana,Wascana,Wascana
2003,Saskatchewan,Saskatchewan,47014,Yorkton--Melville,Yorkton—Melville,Yorkton--Melville,Yorkton—Melville
2003,Yukon,Yukon,60001,Yukon,Yukon,Yukon,Yukon
2005,Alberta,Alberta,48001,Fort McMurray--Athabasca,Fort McMurray—Athabasca,Fort McMurray--Athabasca,Fort McMurray—Athabasca
2005,Alberta,Alberta,48002,Calgary East,Calgary East,Calgary-Est,Calgary-Est
2005,Alberta,Alberta,48003,Calgary Centre-North,Calgary Centre-North,Calgary-Centre-Nord,Calgary-Centre-Nord
2005,Alberta,Alberta,48004,Calgary Northeast,Calgary Northeast,Calgary-Nord-Est,Calgary-Nord-Est
2005,Alberta,Alberta,48005,Calgary--Nose Hill,Calgary—Nose Hill,Calgary--Nose Hill,Calgary—Nose Hill
2005,Alberta,Alberta,48006,Calgary Centre,Calgary Centre,Calgary-Centre,Calgary-Centre
2005,Alberta,Alberta,48007,Calgary Southeast,Calgary Southeast,Calgary-Sud-Est,Calgary-Sud-Est
2005,Alberta,Alberta,48008,Calgary Southwest,Calgary Southwest,Calgary-Sud-Ouest,Calgary-Sud-Ouest
2005,Alberta,Alberta,48009,Calgary West,Calgary West,Calgary-Ouest,Calgary-Ouest
2005,Alberta,Alberta,48010,Crowfoot,Crowfoot,Crowfoot,Crowfoot
2005,Alberta,Alberta,48011,Edmonton--Mill Woods--Beaumont,Edmonton—Mill Woods—Beaumont,Edmonton--Mill Woods--Beaumont,Edmonton—Mill Woods—Beaumont
2005,Alberta,Alberta,48012,Edmonton Centre,Edmonton Centre,Edmonton-Centre,Edmonton-Centre
2005,Alberta,Alberta,48013,Edmonton East,Edmonton East,Edmonton-Est,Edmonton-Est
2005,Alberta,Alberta,48014,Edmonton--Leduc,Edmonton—Leduc,Edmonton--Leduc,Edmonton—Leduc
2005,Alberta,Alberta,48015,Edmonton--St. Albert,Edmonton—St. Albert,Edmonton--St. Albert,Edmonton—St. Albert
2005,Alberta,Alberta,48016,Edmonton--Sherwood Park,Edmonton—Sherwood Park,Edmonton--Sherwood Park,Edmonton—Sherwood Park
2005,Alberta,Alberta,48017,Edmonton--Spruce Grove,Edmonton—Spruce Grove,Edmonton--Spruce Grove,Edmonton—Spruce Grove
2005,Alberta,Alberta,48018,Edmonton--Strathcona,Edmonton—Strathcona,Edmonton--Strathcona,Edmonton—Strathcona
2005,Alberta,Alberta,48019,Lethbridge,Lethbridge,Lethbridge,Lethbridge
2005,Alberta,Alberta,48020,Macleod,Macleod,Macleod,Macleod
2005,Alberta,Alberta,48021,Medicine Hat,Medicine Hat,Medicine Hat,Medicine Hat
2005,Alberta,Alberta,48022,Peace River,Peace River,Peace River,Peace River
2005,Alberta,Alberta,48023,Red Deer,Red Deer,Red Deer,Red Deer
2005,Alberta,Alberta,48024,Vegreville--Wainwright,Vegreville—Wainwright,Vegreville--Wainwright,Vegreville—Wainwright
2005,Alberta,Alberta,48025,Westlock--St. Paul,Westlock—St. Paul,Westlock--St. Paul,Westlock—St. Paul
2005,Alberta,Alberta,48026,Wetaskiwin,Wetaskiwin,Wetaskiwin,Wetaskiwin
2005,Alberta,Alberta,48027,Wild Rose,Wild Rose,Wild Rose,Wild Rose
2005,Alberta,Alberta,48028,Yellowhead,Yellowhead,Yellowhead,Yellowhead
2005,British Columbia,Colombie-Britannique,59001,Abbotsford,Abbotsford,Abbotsford,Abbotsford
2005,British Columbia,Colombie-Britannique,59002,Burnaby--Douglas,Burnaby—Douglas,Burnaby--Douglas,Burnaby—Douglas
2005,British Columbia,Colombie-Britannique,59003,Burnaby--New Westminster,Burnaby—New Westminster,Burnaby--New Westminster,Burnaby—New Westminster
2005,British Columbia,Colombie-Britannique,59004,Cariboo--Prince George,Cariboo—Prince George,Cariboo--Prince George,Cariboo—Prince George
2005,British Columbia,Colombie-Britannique,59005,Chilliwack--Fraser Canyon,Chilliwack—Fraser Canyon,Chilliwack--Fraser Canyon,Chilliwack—Fraser Canyon
2005,British Columbia,Colombie-Britannique,59006,Delta--Richmond East,Delta—Richmond East,Delta--Richmond-Est,Delta—Richmond-Est
2005,British Columbia,Colombie-Britannique,59007,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows—Maple Ridge—Mission,Pitt Meadows--Maple Ridge--Mission,Pitt Meadows—Maple Ridge—Mission
2005,British Columbia,Colombie-Britannique,59008,Esquimalt--Juan de Fuca,Esquimalt—Juan de Fuca,Esquimalt--Juan de Fuca,Esquimalt—Juan de Fuca
2005,British Columbia,Colombie-Britannique,59009,Fleetwood--Port Kells,Fleetwood—Port Kells,Fleetwood--Port Kells,Fleetwood—Port Kells
2005,British Columbia,Colombie-Britannique,59010,Kamloops--Thompson--Cariboo,Kamloops—Thompson—Cariboo,Kamloops--Thompson--Cariboo,Kamloops—Thompson—Cariboo
2005,British Columbia,Colombie-Britannique,59011,Kelowna--Lake Country,Kelowna—Lake Country,Kelowna--Lake Country,Kelowna—Lake Country
2005,British Columbia,Colombie-Britannique,59012,Kootenay--Columbia,Kootenay—Columbia,Kootenay--Columbia,Kootenay—Columbia
2005,British Columbia,Colombie-Britannique,59013,Langley,Langley,Langley,Langley
2005,British Columbia,Colombie-Britannique,59014,Nanaimo--Alberni,Nanaimo—Alberni,Nanaimo--Alberni,Nanaimo—Alberni
2005,British Columbia,Colombie-Britannique,59015,Nanaimo--Cowichan,Nanaimo—Cowichan,Nanaimo--Cowichan,Nanaimo—Cowichan
2005,British Columbia,Colombie-Britannique,59016,Newton--North Delta,Newton—North Delta,Newton--Delta-Nord,Newton—Delta-Nord
2005,British Columbia,Colombie-Britannique,59017,New Westminster--Coquitlam,New Westminster—Coquitlam,New Westminster--Coquitlam,New Westminster—Coquitlam
2005,British Columbia,Colombie-Britannique,59018,Okanagan--Shuswap,Okanagan—Shuswap,Okanagan--Shuswap,Okanagan—Shuswap
2005,British Columbia,Colombie-Britannique,59019,North Vancouver,North Vancouver,North Vancouver,North Vancouver
2005,British Columbia,Colombie-Britannique,59020,Okanagan--Coquihalla,Okanagan—Coquihalla,Okanagan--Coquihalla,Okanagan—Coquihalla
2005,British Columbia,Colombie-Britannique,59021,Port Moody--Westwood--Port Coquitlam,Port Moody—Westwood—Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Port Moody—Westwood—Port Coquitlam
2005,British Columbia,Colombie-Britannique,59022,Prince George--Peace River,Prince George—Peace River,Prince George--Peace River,Prince George—Peace River
2005,British Columbia,Colombie-Britannique,59023,Richmond,Richmond,Richmond,Richmond
2005,British Columbia,Colombie-Britannique,59024,Saanich--Gulf Islands,Saanich—Gulf Islands,Saanich--Gulf Islands,Saanich—Gulf Islands
2005,British Columbia,Colombie-Britannique,59025,Skeena--Bulkley Valley,Skeena—Bulkley Valley,Skeena--Bulkley Valley,Skeena—Bulkley Valley
2005,British Columbia,Colombie-Britannique,59026,British Columbia Southern Interior,British Columbia Southern Interior,Colombie-Britannique-Southern Interior,Colombie-Britannique-Southern Interior
2005,British Columbia,Colombie-Britannique,59027,South Surrey--White Rock--Cloverdale,South Surrey—White Rock—Cloverdale,Surrey-Sud--White Rock--Cloverdale,Surrey-Sud—White Rock—Cloverdale
2005,British Columbia,Colombie-Britannique,59028,Surrey North,Surrey North,Surrey-Nord,Surrey-Nord
2005,British Columbia,Colombie-Britannique,59029,Vancouver Centre,Vancouver Centre,Vancouver-Centre,Vancouver-Centre
2005,British Columbia,Colombie-Britannique,59030,Vancouver East,Vancouver East,Vancouver-Est,Vancouver-Est
2005,British Columbia,Colombie-Britannique,59031,Vancouver Island North,Vancouver Island North,Île de Vancouver-Nord,Île de Vancouver-Nord
2005,British Columbia,Colombie-Britannique,59032,Vancouver Kingsway,Vancouver Kingsway,Vancouver Kingsway,Vancouver Kingsway
2005,British Columbia,Colombie-Britannique,59033,Vancouver Quadra,Vancouver Quadra,Vancouver Quadra,Vancouver Quadra
2005,British Columbia,Colombie-Britannique,59034,Vancouver South,Vancouver South,Vancouver-Sud,Vancouver-Sud
2005,British Columbia,Colombie-Britannique,59035,Victoria,Victoria,Victoria,Victoria
2005,British Columbia,Colombie-Britannique,59036,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver—Sunshine Coast—Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver—Sunshine Coast—Sea to Sky Country
2005,Manitoba,Manitoba,46001,Brandon--Souris,Brandon—Souris,Brandon--Souris,Brandon—Souris
2005,Manitoba,Manitoba,46002,Charleswood--St. James--Assiniboia,Charleswood—St. James—Assiniboia,Charleswood--St. James--Assiniboia,Charleswood—St. James—Assiniboia
2005,Manitoba,Manitoba,46003,Churchill,Churchill,Churchill,Churchill
2005,Manitoba,Manitoba,46004,Dauphin--Swan River--Marquette,Dauphin—Swan River—Marquette,Dauphin--Swan River--Marquette,Dauphin—Swan River—Marquette
2005,Manitoba,Manitoba,46005,Elmwood--Transcona,Elmwood—Transcona,Elmwood--Transcona,Elmwood—Transcona
2005,Manitoba,Manitoba,46006,Kildonan--St. Paul,Kildonan—St. Paul,Kildonan--St. Paul,Kildonan—St. Paul
